Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Select product and view cart,Firefox 59.0,,2018-04-30 18:55:56,2018-04-30 18:56:47,51.646s,FAILED
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 18:55:56,2018-04-30 18:56:11,14.353s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 18:55:57,2018-04-30 18:56:02,5.554s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 18:56:02,2018-04-30 18:56:11,8.375s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 18:56:11,2018-04-30 18:56:11,0.867s,PASSED
setText,Firefox 59.0,,2018-04-30 18:56:11,2018-04-30 18:56:11,0.175s,PASSED
setText,Firefox 59.0,,2018-04-30 18:56:11,2018-04-30 18:56:11,0.114s,PASSED
click,Firefox 59.0,,2018-04-30 18:56:11,2018-04-30 18:56:11,0.319s,PASSED
,,,,,,
Test Cases/Selecting product and view cart,Firefox 59.0,,2018-04-30 18:56:11,2018-04-30 18:56:47,35.358s,FAILED
delay,Firefox 59.0,,2018-04-30 18:56:12,2018-04-30 18:56:14,2.030s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 18:56:14,2018-04-30 18:56:14,0.002s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 18:56:14,2018-04-30 18:56:14,0.037s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 18:56:14,2018-04-30 18:56:14,0.035s,PASSED
"Statement - For ([i = 1, i <= farmerCards.size(), (i++)])",Firefox 59.0,,2018-04-30 18:56:14,2018-04-30 18:56:47,32.997s,FAILED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 18:56:47,2018-04-30 18:56:47,0.534s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 18:56:47,2018-04-30 18:56:47,0.380s,PASSED
