Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 20:56:00,2018-05-10 20:56:16,16.151s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 20:56:00,2018-05-10 20:56:11,10.393s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 20:56:01,2018-05-10 20:56:05,4.230s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 20:56:05,2018-05-10 20:56:11,5.722s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:56:11,2018-05-10 20:56:14,2.938s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:56:11,2018-05-10 20:56:11,0.311s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:56:11,2018-05-10 20:56:11,0.212s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:56:11,2018-05-10 20:56:12,0.190s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:56:12,2018-05-10 20:56:13,1.668s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:56:13,2018-05-10 20:56:13,0.093s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:56:13,2018-05-10 20:56:14,0.193s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:14,0.055s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:15,1.392s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:14,0.208s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:14,0.185s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:14,0.128s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:56:14,2018-05-10 20:56:15,0.576s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:56:15,2018-05-10 20:56:15,0.088s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:56:15,2018-05-10 20:56:15,0.155s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:56:15,2018-05-10 20:56:15,0.030s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 20:56:15,2018-05-10 20:56:16,0.844s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 20:56:15,2018-05-10 20:56:16,0.655s,PASSED
