Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 21:35:16,2018-05-10 21:35:34,18.004s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:35:16,2018-05-10 21:35:29,12.383s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:35:17,2018-05-10 21:35:21,4.304s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:35:21,2018-05-10 21:35:29,7.691s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:35:29,2018-05-10 21:35:32,2.902s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:35:29,2018-05-10 21:35:29,0.293s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:35:29,2018-05-10 21:35:30,0.207s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:35:30,2018-05-10 21:35:30,0.199s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:35:30,2018-05-10 21:35:31,1.666s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:35:31,2018-05-10 21:35:31,0.088s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:35:31,2018-05-10 21:35:32,0.187s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:32,0.055s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:33,1.365s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:32,0.218s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:32,0.185s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:32,0.131s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:35:32,2018-05-10 21:35:33,0.582s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:35:33,2018-05-10 21:35:33,0.064s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:35:33,2018-05-10 21:35:33,0.138s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:35:33,2018-05-10 21:35:33,0.028s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:35:33,2018-05-10 21:35:34,0.845s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:35:33,2018-05-10 21:35:34,0.652s,PASSED
