Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 20:58:48,2018-05-10 20:59:06,17.301s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 20:58:49,2018-05-10 20:59:00,11.587s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 20:58:49,2018-05-10 20:58:53,4.272s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 20:58:53,2018-05-10 20:59:00,6.935s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:59:00,2018-05-10 20:59:03,2.937s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:59:01,2018-05-10 20:59:01,0.287s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:59:01,2018-05-10 20:59:01,0.222s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:59:01,2018-05-10 20:59:01,0.202s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:59:01,2018-05-10 20:59:03,1.647s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:59:03,2018-05-10 20:59:03,0.129s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:59:03,2018-05-10 20:59:03,0.166s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:59:03,2018-05-10 20:59:03,0.065s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:59:03,2018-05-10 20:59:05,1.430s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:59:03,2018-05-10 20:59:04,0.240s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:59:04,2018-05-10 20:59:04,0.221s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:59:04,2018-05-10 20:59:04,0.133s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:59:04,2018-05-10 20:59:04,0.565s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:59:04,2018-05-10 20:59:05,0.081s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:59:05,2018-05-10 20:59:05,0.148s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:59:05,2018-05-10 20:59:05,0.023s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 20:59:05,2018-05-10 20:59:06,0.832s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 20:59:05,2018-05-10 20:59:06,0.638s,PASSED
