Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Firefox 59.0,,2018-04-30 17:46:30,2018-04-30 17:46:52,21.678s,ERROR
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 17:46:31,2018-04-30 17:46:48,17.183s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 17:46:31,2018-04-30 17:46:38,6.501s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 17:46:38,2018-04-30 17:46:48,10.229s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 17:46:48,2018-04-30 17:46:49,0.973s,PASSED
setText,Firefox 59.0,,2018-04-30 17:46:48,2018-04-30 17:46:49,0.240s,PASSED
setText,Firefox 59.0,,2018-04-30 17:46:49,2018-04-30 17:46:49,0.140s,PASSED
click,Firefox 59.0,,2018-04-30 17:46:49,2018-04-30 17:46:49,0.328s,PASSED
,,,,,,
Test Cases/Selecting product,Firefox 59.0,,2018-04-30 17:46:49,2018-04-30 17:46:52,2.454s,ERROR
delay,Firefox 59.0,,2018-04-30 17:46:49,2018-04-30 17:46:51,2.012s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 17:46:51,2018-04-30 17:46:51,0.004s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 17:46:51,2018-04-30 17:46:52,0.052s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 17:46:52,2018-04-30 17:46:52,0.031s,PASSED
Statement - For (def i : farmerCards),Firefox 59.0,,2018-04-30 17:46:52,2018-04-30 17:46:52,0.047s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 17:46:52,2018-04-30 17:46:52,0.489s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 17:46:52,2018-04-30 17:46:52,0.306s,PASSED
