Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login incorrect user or pass error,Chrome 66.0.3359.139,Incorrect login test,2018-05-10 21:36:29,2018-05-10 21:36:54,25.236s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:36:29,2018-05-10 21:36:40,11.016s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:36:30,2018-05-10 21:36:34,4.217s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:36:34,2018-05-10 21:36:40,6.421s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:36:40,2018-05-10 21:36:43,3.056s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:40,2018-05-10 21:36:41,0.303s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:41,2018-05-10 21:36:41,0.232s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:36:41,2018-05-10 21:36:41,0.198s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:36:41,2018-05-10 21:36:43,2.028s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:36:43,2018-05-10 21:36:43,0.056s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:36:43,2018-05-10 21:36:46,2.430s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:43,2018-05-10 21:36:43,0.133s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:43,2018-05-10 21:36:44,0.150s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:36:44,2018-05-10 21:36:44,0.104s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:36:44,2018-05-10 21:36:46,2.002s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:46,0.025s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:48,2.374s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:46,0.138s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:46,0.127s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:46,0.077s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:36:46,2018-05-10 21:36:48,2.002s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:36:48,2018-05-10 21:36:48,0.022s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:36:48,2018-05-10 21:36:51,2.453s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:48,2018-05-10 21:36:48,0.142s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:48,2018-05-10 21:36:48,0.157s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:36:48,2018-05-10 21:36:49,0.096s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:36:49,2018-05-10 21:36:51,2.003s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:51,0.038s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:53,2.535s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:51,0.196s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:51,0.182s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:51,0.128s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:36:51,2018-05-10 21:36:53,2.003s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:36:53,2018-05-10 21:36:53,0.022s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:36:53,2018-05-10 21:36:54,0.791s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:36:53,2018-05-10 21:36:54,0.656s,PASSED
