Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Chrome 66.0.3359.139,,2018-05-10 21:23:01,2018-05-10 21:23:52,51.440s,ERROR
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:23:01,2018-05-10 21:23:16,14.685s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:23:01,2018-05-10 21:23:06,4.146s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:23:06,2018-05-10 21:23:16,10.079s,PASSED
,,,,,,
Test Cases/5-Selecting product updates the lable,Chrome 66.0.3359.139,,2018-05-10 21:23:16,2018-05-10 21:23:51,34.977s,ERROR
delay,Chrome 66.0.3359.139,,2018-05-10 21:23:16,2018-05-10 21:23:17,1.021s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:23:17,2018-05-10 21:23:17,0.274s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:23:17,2018-05-10 21:23:18,0.193s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:23:18,2018-05-10 21:23:18,0.168s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:23:18,2018-05-10 21:23:49,30.859s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:23:49,2018-05-10 21:23:51,2.002s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 66.0.3359.139,,2018-05-10 21:23:51,2018-05-10 21:23:51,0.004s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Chrome 66.0.3359.139,,2018-05-10 21:23:51,2018-05-10 21:23:51,0.084s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:23:51,2018-05-10 21:23:52,1.232s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:23:51,2018-05-10 21:23:52,1.039s,PASSED
