Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Firefox 59.0,,2018-04-30 18:17:05,2018-04-30 18:17:26,20.674s,PASSED
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 18:17:06,2018-04-30 18:17:17,11.659s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 18:17:06,2018-04-30 18:17:12,5.696s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 18:17:12,2018-04-30 18:17:17,5.448s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 18:17:17,2018-04-30 18:17:18,1.082s,PASSED
setText,Firefox 59.0,,2018-04-30 18:17:18,2018-04-30 18:17:18,0.296s,PASSED
setText,Firefox 59.0,,2018-04-30 18:17:18,2018-04-30 18:17:18,0.130s,PASSED
click,Firefox 59.0,,2018-04-30 18:17:18,2018-04-30 18:17:18,0.390s,PASSED
,,,,,,
Test Cases/Selecting product,Firefox 59.0,,2018-04-30 18:17:18,2018-04-30 18:17:25,6.929s,PASSED
delay,Firefox 59.0,,2018-04-30 18:17:19,2018-04-30 18:17:21,2.028s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 18:17:21,2018-04-30 18:17:21,0.002s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 18:17:21,2018-04-30 18:17:21,0.039s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 18:17:21,2018-04-30 18:17:21,0.040s,PASSED
"Statement - For ([i = 1, i < farmerCards.size(), (i++)])",Firefox 59.0,,2018-04-30 18:17:21,2018-04-30 18:17:23,2.502s,PASSED
delay,Firefox 59.0,,2018-04-30 18:17:23,2018-04-30 18:17:25,2.000s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 18:17:25,2018-04-30 18:17:26,0.449s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 18:17:26,2018-04-30 18:17:26,0.281s,PASSED
