Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Firefox 59.0,,2018-04-30 18:25:41,2018-04-30 18:26:07,25.872s,PASSED
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 18:25:42,2018-04-30 18:25:55,12.942s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 18:25:42,2018-04-30 18:25:48,5.510s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 18:25:48,2018-04-30 18:25:55,7.043s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 18:25:55,2018-04-30 18:25:56,1.006s,PASSED
setText,Firefox 59.0,,2018-04-30 18:25:55,2018-04-30 18:25:55,0.249s,PASSED
setText,Firefox 59.0,,2018-04-30 18:25:55,2018-04-30 18:25:55,0.113s,PASSED
click,Firefox 59.0,,2018-04-30 18:25:55,2018-04-30 18:25:56,0.371s,PASSED
,,,,,,
Test Cases/Selecting product,Firefox 59.0,,2018-04-30 18:25:56,2018-04-30 18:26:07,10.971s,PASSED
delay,Firefox 59.0,,2018-04-30 18:25:56,2018-04-30 18:25:58,2.034s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 18:25:58,2018-04-30 18:25:58,0.003s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 18:25:58,2018-04-30 18:25:58,0.053s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 18:25:58,2018-04-30 18:25:58,0.026s,PASSED
"Statement - For ([i = 1, i <= farmerCards.size(), (i++)])",Firefox 59.0,,2018-04-30 18:25:58,2018-04-30 18:26:05,6.570s,PASSED
delay,Firefox 59.0,,2018-04-30 18:26:05,2018-04-30 18:26:07,2.000s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 18:26:07,2018-04-30 18:26:07,0.439s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 18:26:07,2018-04-30 18:26:07,0.275s,PASSED
