Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 21:03:09,2018-05-10 21:03:30,20.581s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:03:10,2018-05-10 21:03:24,14.832s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:03:10,2018-05-10 21:03:14,4.166s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:03:14,2018-05-10 21:03:24,10.204s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:03:24,2018-05-10 21:03:27,2.928s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:03:25,2018-05-10 21:03:25,0.324s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:03:25,2018-05-10 21:03:25,0.216s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:03:25,2018-05-10 21:03:25,0.188s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:03:25,2018-05-10 21:03:27,1.659s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:03:27,2018-05-10 21:03:27,0.098s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:03:27,2018-05-10 21:03:27,0.176s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:03:27,2018-05-10 21:03:27,0.049s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:03:27,2018-05-10 21:03:29,1.412s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:03:27,2018-05-10 21:03:28,0.207s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:03:28,2018-05-10 21:03:28,0.190s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:03:28,2018-05-10 21:03:28,0.133s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:03:28,2018-05-10 21:03:28,0.605s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:03:28,2018-05-10 21:03:29,0.053s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:03:29,2018-05-10 21:03:29,0.162s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:03:29,2018-05-10 21:03:29,0.028s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:03:29,2018-05-10 21:03:30,0.841s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:03:29,2018-05-10 21:03:30,0.663s,PASSED
