Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Select product and view cart,Firefox 59.0,,2018-04-30 18:50:48,2018-04-30 18:51:04,16.006s,FAILED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 18:50:49,2018-04-30 18:50:50,1.057s,FAILED
setText,Firefox 59.0,,2018-04-30 18:50:50,2018-04-30 18:50:50,0.575s,FAILED
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 18:50:50,2018-04-30 18:51:02,11.485s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 18:50:50,2018-04-30 18:50:56,5.260s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 18:50:56,2018-04-30 18:51:02,5.943s,PASSED
,,,,,,
Test Cases/Selecting product and view cart,Firefox 59.0,,2018-04-30 18:51:02,2018-04-30 18:51:04,2.405s,ERROR
delay,Firefox 59.0,,2018-04-30 18:51:02,2018-04-30 18:51:04,2.028s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 18:51:04,2018-04-30 18:51:04,0.003s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 18:51:04,2018-04-30 18:51:04,0.066s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 18:51:04,2018-04-30 18:51:04,0.436s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 18:51:04,2018-04-30 18:51:04,0.280s,PASSED
