Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Firefox 59.0,,2018-04-30 15:00:41,2018-04-30 15:00:59,18.673s,ERROR
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 15:00:41,2018-04-30 15:00:55,14.255s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 15:00:41,2018-04-30 15:00:47,5.577s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 15:00:47,2018-04-30 15:00:55,8.284s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 15:00:55,2018-04-30 15:00:56,0.937s,PASSED
setText,Firefox 59.0,,2018-04-30 15:00:56,2018-04-30 15:00:56,0.188s,PASSED
setText,Firefox 59.0,,2018-04-30 15:00:56,2018-04-30 15:00:56,0.121s,PASSED
click,Firefox 59.0,,2018-04-30 15:00:56,2018-04-30 15:00:56,0.356s,PASSED
,,,,,,
Test Cases/Selecting product,Firefox 59.0,,2018-04-30 15:00:56,2018-04-30 15:00:59,2.417s,ERROR
delay,Firefox 59.0,,2018-04-30 15:00:56,2018-04-30 15:00:59,2.038s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 15:00:59,2018-04-30 15:00:59,0.004s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 15:00:59,2018-04-30 15:00:59,0.054s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 15:00:59,2018-04-30 15:00:59,0.026s,PASSED
Statement - For (def i : farmerCards),Firefox 59.0,,2018-04-30 15:00:59,2018-04-30 15:00:59,0.031s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 15:00:59,2018-04-30 15:00:59,0.495s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 15:00:59,2018-04-30 15:00:59,0.303s,PASSED
