Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 20:57:36,2018-05-10 20:57:53,16.936s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 20:57:37,2018-05-10 20:57:48,11.745s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 20:57:37,2018-05-10 20:57:41,4.207s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 20:57:41,2018-05-10 20:57:48,7.131s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:57:48,2018-05-10 20:57:51,2.458s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:57:49,2018-05-10 20:57:49,0.335s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:57:49,2018-05-10 20:57:49,0.246s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:57:49,2018-05-10 20:57:49,0.215s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:57:49,2018-05-10 20:57:50,1.143s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:57:50,2018-05-10 20:57:51,0.077s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:51,0.176s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:51,0.053s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:52,1.404s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:51,0.214s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:51,0.186s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:51,0.131s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:57:51,2018-05-10 20:57:52,0.590s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 20:57:52,2018-05-10 20:57:52,0.074s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 20:57:52,2018-05-10 20:57:52,0.161s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 20:57:52,2018-05-10 20:57:52,0.029s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 20:57:52,2018-05-10 20:57:53,0.840s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 20:57:52,2018-05-10 20:57:53,0.659s,PASSED
