Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login as user,Chrome 66.0.3359.139,,2018-05-10 21:01:48,2018-05-10 21:02:05,16.682s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:01:49,2018-05-10 21:02:00,10.935s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:01:49,2018-05-10 21:01:53,4.168s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:01:53,2018-05-10 21:02:00,6.374s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:02:00,2018-05-10 21:02:03,2.984s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:02:00,2018-05-10 21:02:00,0.305s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:02:00,2018-05-10 21:02:00,0.237s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:02:00,2018-05-10 21:02:01,0.205s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:02:01,2018-05-10 21:02:02,1.703s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:02:02,2018-05-10 21:02:02,0.085s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:02:02,2018-05-10 21:02:03,0.179s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:03,0.055s,PASSED
,,,,,,
Test Cases/2-Login as User,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:04,1.422s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:03,0.205s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:03,0.205s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:03,0.136s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:02:03,2018-05-10 21:02:04,0.601s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-10 21:02:04,2018-05-10 21:02:04,0.080s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:02:04,2018-05-10 21:02:04,0.151s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:02:04,2018-05-10 21:02:04,0.025s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:02:04,2018-05-10 21:02:05,0.831s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:02:04,2018-05-10 21:02:05,0.657s,PASSED
