Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login incorrect user or pass error,Chrome 66.0.3359.139,Incorrect login test,2018-05-10 21:08:52,2018-05-10 21:09:07,15.213s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:08:53,2018-05-10 21:09:03,10.300s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:08:53,2018-05-10 21:08:57,4.155s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:08:57,2018-05-10 21:09:03,5.691s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:09:03,2018-05-10 21:09:05,2.099s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:03,2018-05-10 21:09:04,0.319s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:04,2018-05-10 21:09:04,0.231s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:09:04,2018-05-10 21:09:04,0.184s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:09:04,2018-05-10 21:09:05,1.102s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:09:05,2018-05-10 21:09:06,0.397s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:05,2018-05-10 21:09:05,0.118s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:05,2018-05-10 21:09:05,0.143s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:09:05,2018-05-10 21:09:06,0.090s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.025s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.366s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.123s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.123s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.067s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.040s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.370s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.121s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.125s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.083s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.024s,PASSED
,,,,,,
Test Cases/3-Login Error Verification,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:07,0.337s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:06,0.121s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:09:06,2018-05-10 21:09:07,0.112s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:09:07,2018-05-10 21:09:07,0.069s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:09:07,2018-05-10 21:09:07,0.020s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:09:07,2018-05-10 21:09:07,0.785s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:09:07,2018-05-10 21:09:07,0.632s,PASSED
