Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Verify all available product is shown,Firefox 59.0,,2018-04-30 14:16:30,2018-04-30 14:16:57,27.140s,PASSED
,,,,,,
Test Cases/Navigate to web,Firefox 59.0,Use to navigate to certain urls,2018-04-30 14:16:30,2018-04-30 14:16:52,22.103s,PASSED
openBrowser,Firefox 59.0,,2018-04-30 14:16:31,2018-04-30 14:16:39,8.048s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-30 14:16:39,2018-04-30 14:16:52,13.570s,PASSED
,,,,,,
Test Cases/Login with credentials,Firefox 59.0,This test case will login with given infos,2018-04-30 14:16:52,2018-04-30 14:16:53,1.119s,PASSED
setText,Firefox 59.0,,2018-04-30 14:16:53,2018-04-30 14:16:53,0.261s,PASSED
setText,Firefox 59.0,,2018-04-30 14:16:53,2018-04-30 14:16:53,0.153s,PASSED
click,Firefox 59.0,,2018-04-30 14:16:53,2018-04-30 14:16:53,0.425s,PASSED
,,,,,,
Test Cases/Test view all available product,Firefox 59.0,,2018-04-30 14:16:53,2018-04-30 14:16:56,2.952s,PASSED
waitForElementPresent,Firefox 59.0,,2018-04-30 14:16:54,2018-04-30 14:16:54,0.559s,PASSED
delay,Firefox 59.0,,2018-04-30 14:16:54,2018-04-30 14:16:56,2.029s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:56,0.002s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:56,0.028s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:56,0.031s,PASSED
"Statement - println(""Amount of product: "" + farmerCards.size())",Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:56,0.007s,PASSED
verifyEqual,Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:56,0.014s,PASSED
,,,,,,
Test Cases/Exit browser,Firefox 59.0,use to terminate browser when testcase is done,2018-04-30 14:16:56,2018-04-30 14:16:57,0.433s,PASSED
closeBrowser,Firefox 59.0,,2018-04-30 14:16:56,2018-04-30 14:16:57,0.279s,PASSED
