Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Select product and view cart,Chrome 66.0.3359.139,,2018-05-10 21:17:19,2018-05-10 21:17:56,37.121s,FAILED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:17:20,2018-05-10 21:17:35,15.617s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:17:20,2018-05-10 21:17:24,4.199s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:17:24,2018-05-10 21:17:35,11.011s,PASSED
,,,,,,
Test Cases/4-Selecting product and view cart,Chrome 66.0.3359.139,,2018-05-10 21:17:35,2018-05-10 21:17:41,6.012s,FAILED
delay,Chrome 66.0.3359.139,,2018-05-10 21:17:36,2018-05-10 21:17:37,1.021s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:17:37,2018-05-10 21:17:37,0.294s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:17:37,2018-05-10 21:17:37,0.213s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:17:37,2018-05-10 21:17:37,0.187s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:17:37,2018-05-10 21:17:38,1.095s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:17:38,2018-05-10 21:17:40,2.003s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 66.0.3359.139,,2018-05-10 21:17:40,2018-05-10 21:17:41,0.013s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Chrome 66.0.3359.139,,2018-05-10 21:17:41,2018-05-10 21:17:41,0.058s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Chrome 66.0.3359.139,,2018-05-10 21:17:41,2018-05-10 21:17:41,0.056s,PASSED
"Statement - For ([i = 1, i <= farmerCards.size(), (i++)])",Chrome 66.0.3359.139,,2018-05-10 21:17:41,2018-05-10 21:17:41,0.756s,FAILED
,,,,,,
Test Cases/4-Selecting product and view cart,Chrome 66.0.3359.139,,2018-05-10 21:17:41,2018-05-10 21:17:56,14.211s,FAILED
delay,Chrome 66.0.3359.139,,2018-05-10 21:17:41,2018-05-10 21:17:42,1.000s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:17:42,2018-05-10 21:17:56,13.192s,FAILED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:17:56,2018-05-10 21:17:56,0.740s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:17:56,2018-05-10 21:17:56,0.596s,PASSED
