Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Selecting products updates the number in carts,Chrome 66.0.3359.139,,2018-05-10 21:29:33,2018-05-10 21:30:14,41.227s,PASSED
,,,,,,
Test Cases/Navigate to web,Chrome 66.0.3359.139,Use to navigate to certain urls,2018-05-10 21:29:33,2018-05-10 21:29:45,11.744s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-10 21:29:33,2018-05-10 21:29:38,4.208s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-10 21:29:38,2018-05-10 21:29:45,7.080s,PASSED
,,,,,,
Test Cases/5-Selecting product updates the lable,Chrome 66.0.3359.139,,2018-05-10 21:29:45,2018-05-10 21:30:00,14.754s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:29:45,2018-05-10 21:29:46,1.029s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:29:46,2018-05-10 21:29:46,0.278s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:29:46,2018-05-10 21:29:47,0.207s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:29:47,2018-05-10 21:29:47,0.189s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:29:47,2018-05-10 21:29:48,1.611s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:29:48,2018-05-10 21:29:50,2.000s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 66.0.3359.139,,2018-05-10 21:29:50,2018-05-10 21:29:50,0.003s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Chrome 66.0.3359.139,,2018-05-10 21:29:50,2018-05-10 21:29:50,0.072s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Chrome 66.0.3359.139,,2018-05-10 21:29:50,2018-05-10 21:29:51,0.036s,PASSED
"Statement - For ([i = 1, i <= farmerCards.size(), (i++)])",Chrome 66.0.3359.139,,2018-05-10 21:29:51,2018-05-10 21:29:57,6.795s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:29:57,2018-05-10 21:29:59,2.001s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:29:59,2018-05-10 21:29:59,0.181s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:29:59,2018-05-10 21:30:00,0.054s,PASSED
,,,,,,
Test Cases/5-Selecting product updates the lable,Chrome 66.0.3359.139,,2018-05-10 21:30:00,2018-05-10 21:30:13,13.462s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:30:00,2018-05-10 21:30:01,1.001s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:30:01,2018-05-10 21:30:01,0.218s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-10 21:30:01,2018-05-10 21:30:01,0.200s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:30:01,2018-05-10 21:30:01,0.148s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:30:01,2018-05-10 21:30:02,1.066s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:30:02,2018-05-10 21:30:04,2.002s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 66.0.3359.139,,2018-05-10 21:30:04,2018-05-10 21:30:04,0.000s,PASSED
"Statement - Products = driver.findElement(org.openqa.selenium.By.xpath(""/html/body/app-root/app-product-list/div/div[2]/div""))",Chrome 66.0.3359.139,,2018-05-10 21:30:04,2018-05-10 21:30:04,0.042s,PASSED
"Statement - farmerCards = Products.findElements(org.openqa.selenium.By.className(""farmer-card""))",Chrome 66.0.3359.139,,2018-05-10 21:30:04,2018-05-10 21:30:04,0.032s,PASSED
"Statement - For ([i = 1, i <= farmerCards.size(), (i++)])",Chrome 66.0.3359.139,,2018-05-10 21:30:04,2018-05-10 21:30:11,6.542s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-10 21:30:11,2018-05-10 21:30:13,2.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-10 21:30:13,2018-05-10 21:30:13,0.156s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-10 21:30:13,2018-05-10 21:30:13,0.025s,PASSED
,,,,,,
Test Cases/Exit browser,Chrome 66.0.3359.139,use to terminate browser when testcase is done,2018-05-10 21:30:13,2018-05-10 21:30:14,0.796s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-10 21:30:13,2018-05-10 21:30:14,0.647s,PASSED
